player_id,name,team,dob,age_years,age_days,total_points,salary
knechda01,Dalton Knecht,Los Angeles Lakers,2001-04-19,24,8824,706.0,3819120
finnedo01,Dorian Finney-Smith,Los Angeles Lakers,1993-05-04,32,11731,341.0,14924167
vincega01,Gabe Vincent,Los Angeles Lakers,1996-06-14,29,10594,460.0,11000000
vandeja01,Jarred Vanderbilt,Los Angeles Lakers,1999-04-03,26,9571,147.0,10714286
hayesja02,Jaxson Hayes,Los Angeles Lakers,2000-05-23,25,9155,383.0,2463946
goodwjo01,Jordan Goodwin,Los Angeles Lakers,1998-10-23,26,9733,161.0,223718
jamesle01,LeBron James,Los Angeles Lakers,1984-12-30,40,14778,1710.0,48728845
doncilu01,Luka DonÄiÄ,Los Angeles Lakers,1999-02-28,26,9605,,43031940
morrima02,Markieff Morris,Los Angeles Lakers,1989-09-02,35,13071,44.0,2087519
klebima01,Maxi Kleber,Los Angeles Lakers,1992-01-29,33,12192,,11000000
hachiru01,Rui Hachimura,Los Angeles Lakers,1998-02-08,27,9990,775.0,17000000
miltosh01,Shake Milton,Los Angeles Lakers,1996-09-26,28,10490,116.0,2875000
jemistr01,Trey Jemison,Los Angeles Lakers,1999-11-28,25,9332,57.0,0
clarkbr01,Brandon Clarke,Memphis Grizzlies,1996-09-19,28,10497,534.0,12500000
spencca01,Cam Spencer,Memphis Grizzlies,2000-04-06,25,9202,106.0,0
banede01,Desmond Bane,Memphis Grizzlies,1998-06-25,26,9853,1327.0,34005250
jacksgg01,GG Jackson II,Memphis Grizzlies,2004-12-17,20,7486,209.0,1891857
moranja01,Ja Morant,Memphis Grizzlies,1999-08-10,25,9442,1159.0,36725670
jacksja02,Jaren Jackson Jr.,Memphis Grizzlies,1999-09-15,25,9406,1641.0,25257798
huffja01,Jay Huff,Memphis Grizzlies,1998-08-25,26,9792,439.0,2088033
wellsja01,Jaylen Wells,Memphis Grizzlies,2003-08-26,21,7965,823.0,1157153
konchjo01,John Konchar,Memphis Grizzlies,1996-03-22,29,10678,112.0,6165000
stevela01,Lamar Stevens,Memphis Grizzlies,1997-07-09,27,10204,74.0,623856
kennalu01,Luke Kennard,Memphis Grizzlies,1996-06-24,28,10584,576.0,9250000
baglema01,Marvin Bagley III,Memphis Grizzlies,1999-03-14,26,9591,43.0,12500000
aldamsa01,Santi Aldama,Memphis Grizzlies,2001-01-10,24,8923,811.0,3960531
pippesc02,Scotty Pippen Jr.,Memphis Grizzlies,2000-11-10,24,8984,779.0,2087519
willivi01,Vince Williams Jr.,Memphis Grizzlies,2000-08-30,24,9056,179.0,2120693
kawamyu01,Yuki Kawamura,Memphis Grizzlies,2001-05-02,24,8811,36.0,0
edeyza01,Zach Edey,Memphis Grizzlies,2002-05-14,23,8434,610.0,5756880
pullizy01,Zyon Pullin,Memphis Grizzlies,2001-03-03,24,8871,0.0,0
burksal01,Alec Burks,Miami Heat,1991-07-20,33,12385,356.0,2087519
wiggian01,Andrew Wiggins,Miami Heat,1995-02-23,30,11071,323.0,26276786
adebaba01,Bam Adebayo,Miami Heat,1997-07-18,27,10195,1410.0,34848340
mitchda01,Davion Mitchell,Miami Heat,1998-09-05,26,9781,309.0,6451077
smithdr01,Dru Smith,Miami Heat,1997-12-30,27,10030,87.0,0
robindu01,Duncan Robinson,Miami Heat,1994-04-22,31,11378,817.0,19406000
highsha01,Haywood Highsmith,Miami Heat,1996-12-09,28,10416,478.0,5200000
steveis01,Isaiah Stevens,Miami Heat,2000-11-01,24,8993,0.0,0
jaqueja01,Jaime Jaquez Jr.,Miami Heat,2001-02-18,24,8884,570.0,3685800
chrisjo01,Josh Christopher,Miami Heat,2001-12-08,23,8591,28.0,0
wareke01,Kel'el Ware,Miami Heat,2004-04-20,21,7727,595.0,4231800
johnske10,Keshad Johnson,Miami Heat,2001-06-23,23,8759,43.0,724883
loveke01,Kevin Love,Miami Heat,1988-09-07,36,13431,122.0,3850000
anderky01,Kyle Anderson,Miami Heat,1993-09-20,31,11592,168.0,8780488
jovicni01,Nikola JoviÄ,Miami Heat,2003-06-09,22,8043,,2464200
larsspe01,Pelle Larsson,Miami Heat,2001-02-23,24,8879,251.0,1157153
roziete01,Terry Rozier,Miami Heat,1994-03-17,31,11414,679.0,24924126
herroty01,Tyler Herro,Miami Heat,2000-01-20,25,9279,1840.0,29000000
greenaj01,A.J. Green,Milwaukee Bucks,1999-09-27,25,9394,541.0,2120693
jacksan01,Andre Jackson Jr.,Milwaukee Bucks,2001-11-13,23,8616,230.0,1891857
portibo01,Bobby Portis,Milwaukee Bucks,1995-02-10,30,11084,680.0,12578286
lopezbr01,Brook Lopez,Milwaukee Bucks,1988-04-01,37,13590,1041.0,23000000
livinch01,Chris Livingston,Milwaukee Bucks,2003-10-15,21,7915,30.0,1891857
lillada01,Damian Lillard,Milwaukee Bucks,1990-07-15,34,12755,1447.0,48787676
trentga02,Gary Trent Jr.,Milwaukee Bucks,1999-01-18,26,9646,824.0,2087519
antetgi01,Giannis Antetokounmpo,Milwaukee Bucks,1994-12-06,30,11150,2036.0,48787676
bouyeja01,Jamaree Bouyea,Milwaukee Bucks,1999-06-27,25,9486,17.0,0
simsje01,Jericho Sims,Milwaukee Bucks,1998-10-20,26,9736,34.0,2092344
porteke02,Kevin Porter Jr.,Milwaukee Bucks,2000-05-04,25,9174,352.0,2366937
kuzmaky01,Kyle Kuzma,Milwaukee Bucks,1995-07-24,29,10920,478.0,24456061
connapa01,Pat Connaughton,Milwaukee Bucks,1993-01-06,32,11849,216.0,9423869
nancepe01,Pete Nance,Milwaukee Bucks,2000-02-19,25,9249,23.0,0
rolliry01,Ryan Rollins,Milwaukee Bucks,2002-07-03,22,8384,349.0,491887
umudest01,Stanley Umude,Milwaukee Bucks,1999-04-12,26,9562,15.0,0
princta02,Taurean Prince,Milwaukee Bucks,1994-03-22,31,11409,656.0,2087519
smithty02,Tyler Smith,Milwaukee Bucks,2004-11-02,20,7531,67.0,1157153
edwaran01,Anthony Edwards,Minnesota Timberwolves,2001-08-05,23,8716,2177.0,42176400
hylanbo01,Bones Hyland,Minnesota Timberwolves,2000-09-14,24,9041,5.0,0
divindo01,Donte DiVincenzo,Minnesota Timberwolves,1997-01-31,28,10363,723.0,11445000
mcdanja02,Jaden McDaniels,Minnesota Timberwolves,2000-09-29,24,9026,1000.0,23017242
clarkja02,Jaylen Clark,Minnesota Timberwolves,2001-10-13,23,8647,163.0,492323
edwarje01,Jesse Edwards,Minnesota Timberwolves,2000-03-18,25,9221,0.0,0
inglejo01,Joe Ingles,Minnesota Timberwolves,1987-10-02,37,13772,15.0,2087519
minotjo01,Josh Minott,Minnesota Timberwolves,2002-11-25,22,8239,119.0,2019699
randlju01,Julius Randle,Minnesota Timberwolves,1994-11-29,30,11157,1288.0,33073920
millele01,Leonard Miller,Minnesota Timberwolves,2003-11-26,21,7873,20.0,1891857
garzalu01,Luka Garza,Minnesota Timberwolves,1998-12-27,26,9668,138.0,2162606
conlemi01,Mike Conley,Minnesota Timberwolves,1987-10-11,37,13763,582.0,9975962
reidna01,Naz Reid,Minnesota Timberwolves,1999-08-26,25,9426,1138.0,13986432
alexani01,Nickeil Alexander-Walker,Minnesota Timberwolves,1998-09-02,26,9784,773.0,4312500
dilliro01,Rob Dillingham,Minnesota Timberwolves,2005-01-04,20,7468,219.0,6262920
goberru01,Rudy Gobert,Minnesota Timberwolves,1992-06-26,32,12043,866.0,43827586
shannte01,Terrence Shannon Jr.,Minnesota Timberwolves,2000-07-30,24,9087,138.0,2546640
newtotr01,Tristen Newton,Minnesota Timberwolves,2001-04-26,24,8817,0.0,0
reevean01,Antonio Reeves,New Orleans Pelicans,2000-11-20,24,8974,305.0,1157153
bostobr01,Brandon Boston Jr.,New Orleans Pelicans,2001-11-28,23,8601,448.0,596581
brownbr01,Bruce Brown,New Orleans Pelicans,1996-08-15,28,10532,189.0,23000000
mccolcj01,CJ McCollum,New Orleans Pelicans,1991-09-19,33,12324,1183.0,33333333
murrade01,Dejounte Murray,New Orleans Pelicans,1996-09-19,28,10497,542.0,29517135
paytoel01,Elfrid Payton,New Orleans Pelicans,1994-02-22,31,11437,79.0,549104
joneshe01,Herbert Jones,New Orleans Pelicans,1998-10-06,26,9750,205.0,12976362
cainja01,Jamal Cain,New Orleans Pelicans,1999-03-20,26,9585,196.0,0
robinje02,Jeremiah Robinson-Earl,New Orleans Pelicans,2000-11-03,24,8991,418.0,2196970
hawkijo01,Jordan Hawkins,New Orleans Pelicans,2002-04-29,23,8449,604.0,4525680
alvarjo01,Jose Alvarado,New Orleans Pelicans,1998-04-12,27,9927,579.0,1988598
matkoka01,Karlo MatkoviÄ,New Orleans Pelicans,2001-03-30,24,8844,,1407153
brookke02,Keion Brooks Jr.,New Orleans Pelicans,2000-08-07,24,9079,142.0,0
olynyke01,Kelly Olynyk,New Orleans Pelicans,1991-04-19,34,12477,213.0,12804878
